aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
1098482,,,,,0,0,0,9156,814074,32956650,41565380,2421114,18252,0,28707156,0,10022,,16808,22306,68439786,63884524,10584474,4241110,,0,0,0,,,162344,124292,117824,2564540,1692858,2794466,5522044,55369768,9436490,0,58408,73038,193482,1578064,43258552,32623030,52,0,0,0,25229574,27645974,10408198,5526350,3525310,2506398,1986310,903336,52850,326,79045866,,,,,28707156,810386,4792088,5774856,143140,138040,169040,31760,1098482.69,79045866,79045866,79099256,363793,,,319100,77784626,1209600,,,,,69112077.12,0,8648553.6,,,0,0,93092,9436140,49857352,17235826,1018822,131988,11364,42,,,79045866,41218,9344,1087130,7239242,4183194,49217572,15955008,51898,20,0,,,,,,,,,,,,,,,,,,,,301284,,,,,,,,,,,,,,,,9076994,14476826,13752280,8260934,23790782,6878094,1120690,271746,155276,1004,,
1206594,,,,,0,40456,1434120,11771014,27381866,27559114,8491028,1267364,181506,6384,31304196,247456,0,,3910928,7320264,51007804,42264680,24309334,11873172,,0,1716,0,,,0,0,0,0,0,0,1822,47025954,31105076,0,125634,70734,140148,243560,33551804,44000958,14,0,0,0,17946798,17078678,9691614,9337854,6737144,4425488,3370594,4411462,3386756,1746464,79230650,,,,,31304196,1346478,7298814,16988366,536440,435420,366900,204480,1206593.71,79230650,79230650,79877082,695497,,,537440,78132852,1209600,,,,,61511059.2,2.88,16629302.4,,,373104,1592670,9163126,27054100,24672134,12188072,2927240,146614,15346,446,,,79230650,34228,8870,11880894,6676974,25295008,34197020,39858,0,0,0,,,,,,,,,,,,,,,,,,,,855208,,,,,,,,,,,,,,,,16939454,7546942,6680234,3335844,8326242,9441772,9574658,15840500,447112,94,,
1399260,,,,,0,0,0,6446,1522768,16073400,52009652,19122156,261182,764,15026638,240332,162,0,20252,52550,29602172,21737716,20399468,7001596,,0,0,0,,,0,0,0,0,370,6681228,36760168,39945968,5608634,0,95498,100758,158626,282490,12800992,75485612,72282,92,14,4,30139856,19237688,9190424,7079116,7283902,10281770,5628062,155550,0,0,50028944,,,,,15026638,755864,11433940,8869144,833000,755200,480020,225400,1399259.13,50028944,50028944,96165238,584289,,98424,334800,88996368,1209600,,,,,80418334.08,0,8546634.24,0,0,0,0,191526,6570602,34124754,41359984,6013696,623490,109830,2486,,,50028944,62144,13258,4686462,4257706,9327140,62990446,7545802,113396,14,0,,,,,,,,,,,,,,,,,,,,465470,,,,,,,,,,,,,,26457.74,30164,8953564,15953184,13554358,6616014,13808966,12374992,9353786,4617270,3705850,58384,,
290970,,,,,0,0,0,208406,7517788,18064944,11724448,1843864,368888,22422,15800078,931370,0,,309826,882426,24185642,14952054,16327548,9286026,,0,45004,0,,,17791214,4300632,1028542,727098,697698,663432,4008108,9771552,762484,0,20796,13000,21774,151172,18247066,20257266,1039680,6,0,0,24198856,7150372,3322422,2195432,1502654,823970,394118,153704,9108,124,40826078,,,,,15800078,632850,5383026,10907356,470120,424200,496520,313700,290970.41,40826078,40826078,40861986,148849,,,854160,39750760,1209600,,,,,32207187.84,0,7528355.52,,,0,1866,207914,7454100,19487962,10711598,1592364,253884,40314,758,,,40826078,28012,6788,4305056,1906162,8958300,22288926,2210020,47496,0,0,,,,,,,,,,,,,,,,,,,,516068,,,,,,,,,,,,,,,,7757082,21924332,3486026,1668040,3612930,1020856,172894,51756,55754,1090,,
880862,,,0,0,0,0,49454,1414542,11204012,20782590,12811582,2889948,237220,15372,25103902,144570,82,,554226,798702,42787946,37552362,16421348,4989216,0,0,9464,0,1758,476,0,0,0,5804,277180,702756,2056896,18542402,27819682,0,188582,283484,445068,577886,10382516,37527166,18,0,0,0,11858802,18647750,9116006,3464062,1788444,1181586,1098734,1204284,679666,365386,59764250,70836,21712,66740,14202,25103902,700790,10462326,5946300,455840,290680,316320,210000,880861.06,59764250,59764250,59662178,295179,798492,,447080,49404720,1209600,0,,,,42406134.72,0,6962039.04,3396,13090,0,425772,4625030,16680052,16250188,9737216,1582972,92690,10538,262,,0,59764250,33790,6712,3577480,2697100,21478626,21577986,33026,0,0,0,,,,,,,,,,47414,2978,,,,,,,,,400920,103490,28216,2021871166,10625584,1377102,169512,100727080,13538666,31185908,664374,0,0,,13012,15090,7175250,4610414,2933474,1633106,3586472,4405736,7584872,17120934,354344,118,0,0
1009598,,,,,0,0,0,0,198528,11108500,42525234,14149986,439574,17646,25132642,245340,19400,,342,494,53250300,44716434,21196594,7790704,,0,1558,0,,,0,0,0,0,1114,7687220,56783708,3900648,66778,0,46712,29392,72770,197184,10954666,56955246,182298,1056,120,24,22837744,13874460,4200148,3790416,4325816,7496368,11099956,814528,32,0,74466656,,,,,25132642,874508,11366158,9675786,246980,225420,226700,62060,1009597.33,74466656,74466656,74489488,469683,,,408140,68439468,1209600,,,,,58182513.6,0,10208458.56,0,0,0,0,12970,4332248,31750232,28378572,3427740,452934,83694,1078,,,74466656,68826,16162,6486956,4337310,21647070,33397890,2412020,73222,12,0,,,,,,,,,,,,,,,,,,,,515066,,,,,,,,,,,,,,27336.94,35642,10543248,13419318,9605692,4243920,7707862,6056374,5421828,3928352,7368248,144626,,
183146,,,,,0,0,0,268,343900,4288312,6093494,588076,5110,0,4472058,0,0,,3882,8914,9401840,7711802,4182538,1451240,,0,0,0,,,0,0,0,0,0,707778,4636950,4156820,1817612,0,13486,12488,18558,37394,4175114,7046290,15830,0,0,0,3220140,1987952,881370,696242,594398,648878,1231994,1853764,202850,1572,13590108,,,,,4472058,172636,3037706,1140014,367380,374640,517640,85400,183145.99,13590108,13590108,,97056,,,256200,,1209600,,,,,10519042.56,0,792806.4,,,0,0,49366,1720946,5785574,3430630,263544,52134,16546,420,,,13590108,11416,2254,532978,264248,682180,8954418,828784,42880,2,0,,,,,,,,,,,,,,,,,,,,101120,,,,,,,,,,,,,,,,850624,2302952,1609610,823968,1604146,1327514,1128626,1060524,606020,5176,,
187748,87330,,0,0,0,57752,671848,2782724,11780158,25832012,17801004,4464894,248052,9300,29681682,0,590,0,1059166,1523060,50371794,43023502,12656942,8116814,12,0,8520,0,8944,2018,0,0,0,0,0,0,150,14642098,48232562,772934,14636,9228,15242,40510,24364300,39195110,8148,568,2,0,35614540,12519282,2027682,1232436,1099004,1406292,2110194,3131502,2265594,2241218,64086986,176,494,778,1050,29681682,1135452,4293494,8357252,243840,252160,270920,257920,187747.03,64086986,64086986,64178812,348480,192480,100458,1165540,63647744,1209600,0,,,,33702244.8,2043029.76,27844637.76,122,1812,336878,1739534,4269764,16656006,25577216,10680002,2701852,1243776,431778,10938,,16514,64086986,15588,3356,21637258,9875362,10505656,21515980,94544,0,0,0,,,,,,,,,,80896,496,0,0,160800,841492,0,0,0,0,611916,4206,586,0,0,306628,90252,30752700,3667844,63486,124334,0,0,73801630,5335.82,6852,30756988,29048378,3621436,206268,14112,428,100,34,0,0,0,0
1196158,16,36,0,0,0,0,0,1826,107070,224732,39710,9750,82,0,29339256,42010,0,0,4919338,6606936,55261860,53820358,12483778,4726782,0,0,1284,0,42,6,0,0,0,0,0,0,0,65706,317464,0,962,1142,960,1042,1062,374460,3542,0,0,0,137990,55182,47622,28054,21396,15604,12164,9638,5898,49622,72677642,34,308,306,2,29339256,674334,5011926,7440134,382540,240400,203940,591420,1196158.11,72677642,72677642,71950290,2335,0,35534,1194740,68623358,1209600,10424,8,18,0,59816673.6,0,8752454.4,62,186,0,0,2654,44204,89972,52638,39012,36138,43954,74598,284,278,72677642,586,60,25076,35542,18542,266328,35378,1656,2,0,42,60,789444,314776,0,6010,0,0,822518,622,202,0,0,0,0,0,0,0,0,444482,1408,434,690156,107198,7460,1700,64360,7094,435882,110,0,0,0,191.98,190,76674,42322,18844,13454,36400,78564,98542,17622,748,0,0,0
1032510,7492,1102,0,0,7212,303376,2266780,12425434,28358188,26079130,9203582,2212134,133862,56,31111060,4446,0,0,4792680,6652132,55543620,48545542,23798198,10873174,40,0,0,0,25532,6094,0,0,0,0,0,0,1052,25613264,55276600,98838,79968,76866,116696,206702,301650,22435684,45996016,9828288,1947884,0,34638854,15564954,7543050,5005894,3565512,2659980,2127688,1831656,1033040,7019126,84134340,30264,32980,23544,12,31111060,1007574,7474360,16311880,597380,620540,612500,345040,1032510.54,84134340,84134340,83862740,419604,34766,35376,638620,80999740,1209600,2065772,0,396,0,57754760.64,15834826.56,7374322.56,7076,14744,1186880,2340744,7813018,11038758,23036546,16269072,10084600,5382532,2270614,1566990,360,876,84134340,34876,3672,14935464,9179048,3175774,49336260,4287330,37254,76,0,2192,506,12363096,3080818,0,14,0,0,12845266,72758,27030,0,0,26800,15851300,0,0,0,0,649840,696508,158068,136464228,23523860,2325482,415956,4442320,658924,81048026,93850,0,0,237509350,9470.64,8984,23527730,9891452,9383928,3999510,7595646,14600942,9247210,2594440,148896,0,0,0
168630,,,0,0,19442,284296,1801568,5448530,9748986,10030710,7964656,6522516,5194944,7024346,5642556,24760,63280,0,264338,659196,8230590,5155184,4980944,3150326,12,0,6074804,2698,38644,2446,0,0,0,0,0,0,6432350,43081392,4526252,0,410688,366874,724960,1255480,31753844,19527626,520,0,2,0,22932052,9531492,11158246,3884896,2213188,1513296,1597348,980302,157516,71658,13475682,1556,1012,3410,6356,5642556,223936,414042,4560768,695400,673460,694440,100220,168629.33,13475682,13475682,55532098,330328,624056,7262,166300,54039994,1209600,0,,,,15429399.36,40368893.76,13949126.4,,,6278490,2577810,4059806,6650902,6261702,11159352,15371646,1538068,139198,3020,,0,13475682,12304,3350,10874904,10007496,21342590,11796700,2650,0,0,0,,,,,,,,,,82968,4036,,,,,,,,,190468,78544,20520,0,0,638280,107624,36524660,6642878,0,0,0,0,,,,42873868,6297090,1571398,459556,819908,1174338,505270,321854,16712,0,0,0
235420,376,318,0,0,0,0,33258,858380,7141510,6315280,1709268,204400,10178,0,6723668,7582,0,0,357250,540414,12909846,11248676,3811490,1745532,0,0,0,0,2128,334,0,0,0,0,0,0,0,2499724,13640152,132398,29034,20878,40724,74608,264368,15836828,5834,0,0,0,4599572,4120602,2469250,1625514,929546,600082,490104,729830,652224,55550,17081416,3210,802,2652,6,6723668,237360,1354864,2452254,431240,316640,256700,27480,235420.87,17081416,17081416,17093336,111578,220,117042,119900,16272274,1209600,365532,0,848,0,12739018.56,0,3519213.12,776,2550,2344,231486,2312130,7856046,4599198,1163694,80274,13434,1212,12456,12,26,17081416,11640,2476,2196580,1378578,4826676,7822576,33748,0,0,0,672,730,12597642,4363844,0,9358,0,0,12795362,22560,9440,0,0,0,0,0,0,0,0,144184,80758,19352,0,0,437540,54898,109920,15714,0,0,0,0,19154940,5028.88,6034,3604552,2045918,1457868,701456,1831034,2679938,3617130,273740,60638,0,0,0
125508,236,188,0,0,0,0,632,93822,2359996,5681568,2335352,412044,19228,0,4733712,65620,0,0,32402,57506,8875252,7562942,2211980,1172914,0,0,0,0,2258,54,0,0,0,0,0,0,0,4607234,6295408,0,24170,18782,27982,41706,54460,4740884,5968932,24248,1478,0,5209256,2578536,724198,634860,408032,317924,255006,337902,312694,124234,11121686,10256,9904,1408,6,4733712,169088,563352,1645472,164080,175880,329640,30460,125508.52,11121686,11121686,11147638,62742,234,8324,214600,10910244,1209600,249468,0,232,0,6855806.4,0,4037170.56,776,3102,668,3944,748006,3088400,5342470,1575740,127096,12932,3196,190,22,68,11121686,15994,1278,1992016,2053058,1120788,5658322,61144,42,0,0,150,50,6095448,3304430,10,154,0,0,6953248,15288,6308,0,0,0,0,0,0,0,0,109468,43992,11790,25334820,3630314,276328,38814,4093000,414132,10768980,7420,0,0,73944830,3885.32,4290,4088674,1253638,760758,344696,755012,823180,2665190,209944,1550,0,0,0
792226,31928,,0,0,0,0,0,0,1397990,36870536,26670124,2421344,202620,2724,32264784,23734,1196,1796,542,1210,56174996,45414374,16569472,9210298,0,0,0,0,170710,25648,39622,16732,24884076,9413080,12436902,20381568,161144,174024,58914,0,114530,48488,57126,81298,465718,66798486,344,64,8,0,35902224,7047104,6145300,4938850,4808496,4759788,3444222,520070,8,0,72757768,30696,14376,35654,1688,32264784,1000494,8313864,8223002,306880,299000,289300,10720,792225.19,72757768,72757768,71705324,317941,616868,27842,45580,67566090,1209600,0,,,,60559798.08,0,6931566.72,110,19404,0,0,17814,5778750,35386078,23378408,2572160,361572,69466,1814,,588,72757768,116788,21060,4723830,3747140,8640612,42733662,7558232,24680,58,0,,,,,,,,,,79556,5120,0,0,0,0,0,0,0,0,662424,149624,20846,0,0,1937374,249028,260105880,28247842,54073722,839656,0,0,40240680,33997.24,37734,7244218,23911600,13297522,7843906,15171980,79854,11042,3164,2052,0,0,0
696810,3660,14,0,0,0,0,0,0,0,2004,0,0,0,0,17020610,1098,0,,3701508,4923326,30709816,30889444,13968086,2727394,38,0,0,0,11320,3738,0,0,0,0,0,0,0,846,1158,0,36,18,20,16,20,1894,0,0,0,0,1972,30,2,0,0,0,0,0,0,0,48381044,48338,102450,45850,12,17020610,412266,10431860,3528330,336040,323380,366660,331780,696809.01,48381044,48381044,48084980,3,432,,1165020,38707704,1209600,838664,0,4,0,35436774.72,0,3254871.36,0,8,0,0,0,660,1342,2,0,0,0,0,22,3754,48381044,20,4,2,0,2,1604,260,96,16,0,18,0,221500,146584,0,0,0,0,224526,40842,35730,,,,,,,,,274162,268090,78482,82454220,13651176,916368,134646,17300,3404,46331736,225998,0,0,,,10,1908,96,0,0,0,0,0,0,0,0,0,0
593796,2912,,0,0,0,1760,382562,4186634,12658244,14715024,4053244,338380,9256,0,15408426,754,0,0,1926598,2588780,28003624,25452668,9118400,3654670,6,0,0,0,7028,1794,0,0,0,0,0,0,0,10784590,25560514,0,166888,120490,153588,264354,3760844,31878920,20,0,0,0,8987744,9197340,7602278,4519454,2124980,1213812,898780,859392,443254,498070,39054164,4678,4836,3708,134,15408426,483660,3757412,5343886,406480,498260,529040,74620,593796.72,39054164,39054164,38954076,243310,158892,106772,290720,36345104,1209600,0,,,,29248134.72,0,7084561.92,4846,15696,78392,1944730,7577290,14891916,9557358,2035772,206076,49412,4150,8,,0,39054164,28362,5622,3503136,3672908,4549218,24552810,33048,0,0,0,,,,,,,,,,58826,1364,0,0,0,0,0,0,0,0,308810,151238,38620,0,0,1051816,177014,42949840,4942762,0,0,0,0,184846920,11191.1,12904,7253894,4118454,2197824,926516,1953780,2818692,5249264,11533002,293632,46,0,0
377724,2042,,0,0,0,1796,249580,2774426,12865956,15999028,7718002,2486692,442080,4936,,,,,,,,,,,0,,,,11836,50,0,0,0,0,0,186,1900706,26574650,14066954,0,12838,3084,4978,10194,414396,42096850,156,0,0,0,18612812,13676400,3367696,2020520,1288592,920490,721474,903366,725680,305466,,23404,12442,8760,210,,,,,,,,,377724.18,,,44639024,187223,283796,,,42542496,,0,,,,28360037.76,9924863.04,4236795.84,52224,,27518,1081858,5393158,15211562,13624550,6488002,666480,44750,4590,28,,130,,18750,5516,7340160,8352966,15777106,10937062,110936,0,0,0,,,,,,,,,,42508,3080,0,0,2780,10382708,0,0,0,0,,163134,34596,107436570,10954956,1646328,179460,120619560,13309402,520072,1015490,0,0,44661970,0.4,0,14368448,10352662,7917648,2747694,4001644,625530,729666,1765316,33888,0,0,0
238702,426,0,0,0,0,0,0,12198,638676,4586604,7230602,2366708,114124,5788,6974074,11092,0,0,12972,27466,12686542,10412504,2749920,2056200,0,0,0,0,570,716,0,0,0,0,0,951200,6662402,5798266,1542832,0,6972,1832,3522,235364,9445814,5245806,15388,2,0,0,4809492,3451770,1407330,1107644,1167184,1968614,1026992,15674,0,0,15451682,596,126,450,14,6974074,227954,1437466,1286246,291440,263880,222860,205420,238701.95,15451682,15451682,15473978,94542,79798,74468,907640,14954700,1209600,453298,0,0,0,13452244.8,0,1492061.76,0,0,0,0,62820,1630096,5618110,5931084,1595388,92518,24010,674,0,114,15451682,19064,2662,197578,805552,468438,7888462,5456318,116264,362,0,0,0,0,0,0,0,0,0,0,8414,840,0,0,0,0,0,0,0,0,129826,187810,39756,0,0,575314,82458,4560940,891084,0,0,0,0,35573610,4543.92,5282,1568364,2561214,2210264,1095288,2135078,1864538,1701790,971846,836204,10114,0,0
207292,3418,,0,0,0,34086,300110,2063184,6215198,4727946,846560,111508,3406,0,5801906,169078,0,0,725526,1158444,10882358,9720628,3549192,1633832,0,0,0,0,2400,1068,0,0,0,0,0,16308,281524,4301500,9490874,211792,29930,22954,31402,72804,1844760,12300148,0,0,0,0,3936072,4236106,2106680,1201074,711030,480604,386492,726270,481864,35806,15158276,4902,14712,4660,0,5801906,200450,1629932,1915276,248700,281280,271360,185180,207292.9,15158276,15158276,15129320,93731,119204,51394,626780,14301998,1209600,0,,,,10482744.96,577682.88,3234977.28,1166,2372,110886,765024,3149834,5814204,3529428,860748,61012,9678,1184,0,,0,15158276,7830,1258,1363060,2235906,4103394,6587606,2944,0,0,0,,,,,,,,,,6588,360,0,0,1360,586610,0,0,0,0,131814,79138,23992,26392116,4336350,380784,67814,14281540,1938168,15004282,111736,0,0,41304740,2538.78,3156,3842408,880168,1075284,748704,1892554,2372806,3308370,176844,4860,0,0,0
1379946,,,,,0,0,0,0,4544,1023590,2438360,904712,1734,0,32948490,27000,322,,1298,3214,69373278,55250514,21920528,12758810,,0,0,0,,,0,0,0,0,33002,1833304,1260148,1246174,312,0,2538,1170,2380,4044,533010,3758902,70896,0,0,0,1141592,1005286,411076,355708,364348,510612,564332,19986,0,0,91302792,,,,,32948490,1119924,9987614,11878158,603240,636260,649480,237580,1379946.13,91302792,91302792,4458878,33571,,,432740,4372940,1209600,,,,,82027662.72,0,6861642.24,0,0,0,0,0,278618,2085098,1641880,344252,18370,4522,200,,,91302792,3450,694,223876,207944,2132554,1723564,79018,1840,0,0,,,,,,,,,,,,,,,,,,,,727476,,,,,,,,,,,,,,1261.36,1428,399738,926342,718702,381134,765076,631212,371856,113822,65000,58,,
781452,,,,,0,0,0,299850,3841874,19383518,20601710,4401232,78474,560,20685112,20814,166318,,133222,206282,38199398,32326438,13580174,5630394,,0,0,0,,,0,69934,79422,110450,420424,9627266,13469710,24745596,84416,0,63408,99448,178094,409302,23504086,24263772,89106,2,0,0,14307016,11870476,7487896,4338894,2713704,2522892,4308772,1055878,1690,0,51917036,,,,,20685112,735382,7204844,6343896,382540,394520,467220,278360,781451.12,51917036,51917036,51943950,295692,,,1034040,48607218,1209600,,,,,42576957.12,0,6013434.24,,,0,29540,1575982,12227760,21314078,11838938,1400752,180810,34844,4514,,,51917036,33440,6338,2895802,1821914,2689278,35494048,5568934,97458,6,0,,,,,,,,,,,,,,,,,,,,428372,,,,,,,,,,,,,,,,6280522,7388390,5289212,2765462,5903292,8277162,6202846,3540464,2911190,48678,,
578592,3244,2360,0,0,0,4052,272492,3228468,9033052,7497708,3095546,680318,38186,548,23940350,341910,124,0,3029858,5310234,40600744,32287056,22049684,10508586,48,0,420,0,8586,1444,0,0,0,0,0,0,59870,10061700,13728800,0,22968,22370,27476,120066,5790734,17866750,6,0,0,0,10849354,8337874,2276750,1004116,534882,315420,206056,153976,101712,70230,65682072,1134,5420,6704,0,23940350,1022122,4116150,17897996,506260,418400,490940,66540,578591.36,65682072,65682072,24194544,93204,34242,120484,325580,23850370,1209600,748894,1036,322,2,41041254.72,6867993.6,16390320.96,892,2478,27546,1016310,5547128,8950102,6136020,2018536,139626,13956,1106,40,226,238,65682072,8552,1666,6097014,1942312,12192792,3606506,1528,0,0,0,3302,2958,14439838,3771662,26,2608,0,0,16162346,70596,576,16274770,3565292,0,0,0,0,0,0,701368,71228,14492,0,0,906218,138054,8808040,1083762,0,0,0,0,203821340,3541.26,3780,8210450,7050436,3123760,948754,1298298,1595084,875090,726906,21592,0,0,0
