,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,predicted_column
21,258336,0.0,,0.0,0.0,0,0,0,0,16698,1737524,11765546,4606134,103362,0,9430970.0,33376.0,660.0,598.0,0.0,0.0,14954268.0,11976642.0,4992484.0,2552344.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4534792,13621220,73252,0,28168,20330,33172,86720,10225056,7828306,7492,12,8,0,6794284,3031638,1763488,1243984,950180,821932,975676,1510464,997380,140238,19950420.0,6078.0,5626.0,3978.0,676.0,9430970.0,374788.0,2683690.0,2294702.0,476880.0,374540.0,398760.0,215320.0,258335.2,19950420.0,19950420.0,19636758.0,128428,1521802.0,26442.0,555440.0,18229264.0,1209600.0,0.0,,,,16279144.32,0.0,1925409.6,,,0,0,0,452164,6124434,9520378,1878158,198042,48318,7770,,0.0,19950420.0,17502,3736,644888,1481706,1836864,13306122,926498,11938,10,0,,,,,,,,,,15312.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276802.0,160980.0,26550.0,0.0,0.0,641302.0,91070.0,43687580.0,7394580.0,0.0,0.0,0.0,0.0,41159060.0,,,2027644,4518700,2736662,1238812,3232218,2398826,974318,681862,414316,5906,0.0,0.0,1
22,376608,1630.0,,0.0,0.0,0,0,0,81082,2201320,3655472,1247044,136784,1384,0,10856958.0,0.0,80.0,0.0,1436378.0,2013930.0,18618938.0,16744894.0,6404588.0,2949402.0,0.0,0.0,0.0,0.0,10814.0,6326.0,0,0,0,0,0,0,0,2206100,5116986,0,3330,5046,11164,18136,1640010,5645400,0,0,0,0,1923420,1775818,1126928,852114,491082,301938,237586,409054,201724,3422,26460318.0,2870.0,2314.0,11082.0,18.0,10856958.0,409092.0,2136450.0,4264870.0,333660.0,353240.0,353760.0,257420.0,376607.89,26460318.0,26460318.0,7621338.0,53885,87552.0,92710.0,1045360.0,7323086.0,1209600.0,0.0,,,,19630695.36,0.0,5902116.48,126.0,856.0,0,56,302478,2781388,3133708,1054086,42370,7910,1074,16,,0.0,26460318.0,2630,714,1600838,313526,996528,4407884,966,0,0,0,,,,,,,,,,21610.0,1462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235690.0,127864.0,26080.0,45148858.0,7533478.0,729670.0,133754.0,30837320.0,3609136.0,19069992.0,53970.0,0.0,0.0,55679160.0,1370.82,1522.0,1660476,833626,561466,263798,559204,846192,988324,1590696,19304,0,0.0,0.0,1
23,270096,2130706432.0,,0.0,0.0,0,0,41584,2219206,10225612,9253532,4287402,1303618,182624,2448,10273724.0,4652.0,0.0,0.0,392164.0,595478.0,22579108.0,19408782.0,4922928.0,3328756.0,0.0,0.0,0.0,0.0,1342.0,132.0,0,0,0,0,0,0,116,5391712,22124198,0,855688,276920,306448,1326056,22144560,2606354,0,0,0,0,11130556,6830274,2820824,1951526,1274584,848672,643396,951112,829630,235452,27895840.0,6228.0,3112.0,1152.0,0.0,10273724.0,313592.0,1498912.0,3419146.0,273200.0,263120.0,224860.0,10580.0,270095.24,27895840.0,27895840.0,27993832.0,162561,8764.0,112976.0,51560.0,27516026.0,1209600.0,0.0,,,,17085180.48,6817619.52,3594209.28,8146.0,12856.0,1428,252852,3803742,10951482,8607334,3432258,431122,32152,3618,38,,0.0,27895840.0,12258,2880,6927994,4281252,9300704,6987050,3888,0,0,0,,,,,,,,,,1922.0,34.0,0.0,0.0,380.0,533206.0,0.0,0.0,0.0,0.0,159044.0,16066.0,4316.0,0.0,0.0,70080.0,10324.0,19813440.0,2054216.0,0.0,0.0,0.0,0.0,0.0,4748.6,5526.0,10506564,4268290,3492032,1500852,2749530,3923980,712076,341244,21458,0,0.0,0.0,1
24,734884,,,,,0,0,0,68714,2247904,15415332,23330470,4440822,54152,184,16813874.0,15796.0,0.0,,52182.0,100576.0,36914750.0,30723712.0,12335716.0,5364802.0,,0.0,0.0,0.0,,,0,0,0,0,328,3331498,20968574,16590314,4666864,0,34640,25018,57914,116516,9646944,35211378,465164,4,0,0,13848396,8724502,5236732,4074192,3199612,3147978,4704348,2618622,3196,0,49307892.0,,,,,16813874.0,559888.0,6665788.0,5632288.0,359140.0,288460.0,241280.0,224700.0,734883.23,49307892.0,49307892.0,48701540.0,311976,,,837260.0,45557578.0,1209600.0,,,,,40700018.88,0.0,4831696.32,,,0,222,728596,8611652,21372398,13394546,1213714,174158,44884,17408,,,49307892.0,36844,8314,776962,3134216,6205220,32057406,3263678,74936,2,0,,,,,,,,,,,,,,,,,,,,321740.0,,,,,,,,,,,,,,,,5132808,7864804,5945480,3082698,6002352,5406076,4488404,2980122,4372134,282700,,,1
25,988318,2814.0,,0.0,0.0,0,21028,956272,11963232,30710490,31642438,15141232,5489422,616238,1986,,,,,,,,,,,32.0,,,,15562.0,2468.0,0,0,0,0,0,0,794,13210282,83062430,268832,10124620,2174792,2103732,2495698,3849642,63546002,6275326,5972526,0,0,51619006,11106870,9534052,6301186,4021940,2824650,1981898,1578760,835608,6738368,,31754.0,11362.0,34102.0,2438.0,,,,,,,,,988317.09,,,98339156.0,408467,788358.0,,,97027226.0,,0.0,,,,52811705.28,32644418.88,11508178.56,36964.0,54024.0,133418,1648636,10327592,15384560,23374324,21722520,10845298,7548018,4458406,1099566,,0.0,,30022,4508,2963642,29507204,13731536,32128402,17784568,389830,2616,10,,,,,,,,,,101426.0,1876.0,973040.0,27064294.0,0.0,0.0,0.0,0.0,0.0,0.0,,244276.0,62042.0,62424076.0,19009252.0,1779974.0,289164.0,90489660.0,12736146.0,31964788.0,22578.0,0.0,0.0,146802370.0,21194.3,9644.0,44412824,8114924,6710342,3155846,7137502,8499198,7678000,10570566,263014,122,0.0,0.0,1
26,878804,,,,,0,0,0,0,358858,10092152,35333390,8234746,86584,52,20085478.0,748.0,0.0,,6648.0,15288.0,39023504.0,30081842.0,15970998.0,8696742.0,,0.0,3850.0,0.0,,,0,0,0,0,842,4630962,20542714,23986952,4944312,0,48704,58142,144844,918010,35882654,17053170,254,4,0,0,20909294,7846716,4340736,3388142,2948084,4103974,8531334,2037078,424,0,55008986.0,,,,,20085478.0,880850.0,8415998.0,7514592.0,630780.0,585840.0,485180.0,214160.0,878804.9,55008986.0,55008986.0,55014526.0,384756,,,441880.0,54105782.0,1209600.0,,,,,49192932.48,0.0,4892057.28,,,0,0,55384,3828544,23662052,24408354,1936692,168722,44446,1588,,,55008986.0,32582,8042,2297264,2018972,10426702,37578078,1719390,24750,2,0,,,,,,,,,,,,,,,,,,,,525314.0,,,,,,,,,,,,,,,,5165660,9358046,7510344,3839268,7833966,7138788,7107966,3677008,2457190,17546,,,1
27,1098482,,,,,0,0,0,9156,814074,32956650,41565380,2421114,18252,0,28707156.0,0.0,10022.0,,16808.0,22306.0,68439786.0,63884524.0,10584474.0,4241110.0,,0.0,0.0,0.0,,,162344,124292,117824,2564540,1692858,2794466,5522044,55369768,9436490,0,58408,73038,193482,1578064,43258552,32623030,52,0,0,0,25229574,27645974,10408198,5526350,3525310,2506398,1986310,903336,52850,326,79045866.0,,,,,28707156.0,810386.0,4792088.0,5774856.0,143140.0,138040.0,169040.0,31760.0,1098482.69,79045866.0,79045866.0,79099256.0,363793,,,319100.0,77784626.0,1209600.0,,,,,69112077.12,0.0,8648553.6,,,0,0,93092,9436140,49857352,17235826,1018822,131988,11364,42,,,79045866.0,41218,9344,1087130,7239242,4183194,49217572,15955008,51898,20,0,,,,,,,,,,,,,,,,,,,,301284.0,,,,,,,,,,,,,,,,9076994,14476826,13752280,8260934,23790782,6878094,1120690,271746,155276,1004,,,1
28,1206594,,,,,0,40456,1434120,11771014,27381866,27559114,8491028,1267364,181506,6384,31304196.0,247456.0,0.0,,3910928.0,7320264.0,51007804.0,42264680.0,24309334.0,11873172.0,,0.0,1716.0,0.0,,,0,0,0,0,0,0,1822,47025954,31105076,0,125634,70734,140148,243560,33551804,44000958,14,0,0,0,17946798,17078678,9691614,9337854,6737144,4425488,3370594,4411462,3386756,1746464,79230650.0,,,,,31304196.0,1346478.0,7298814.0,16988366.0,536440.0,435420.0,366900.0,204480.0,1206593.71,79230650.0,79230650.0,79877082.0,695497,,,537440.0,78132852.0,1209600.0,,,,,61511059.2,2.88,16629302.4,,,373104,1592670,9163126,27054100,24672134,12188072,2927240,146614,15346,446,,,79230650.0,34228,8870,11880894,6676974,25295008,34197020,39858,0,0,0,,,,,,,,,,,,,,,,,,,,855208.0,,,,,,,,,,,,,,,,16939454,7546942,6680234,3335844,8326242,9441772,9574658,15840500,447112,94,,,1
29,1399260,,,,,0,0,0,6446,1522768,16073400,52009652,19122156,261182,764,15026638.0,240332.0,162.0,0.0,20252.0,52550.0,29602172.0,21737716.0,20399468.0,7001596.0,,0.0,0.0,0.0,,,0,0,0,0,370,6681228,36760168,39945968,5608634,0,95498,100758,158626,282490,12800992,75485612,72282,92,14,4,30139856,19237688,9190424,7079116,7283902,10281770,5628062,155550,0,0,50028944.0,,,,,15026638.0,755864.0,11433940.0,8869144.0,833000.0,755200.0,480020.0,225400.0,1399259.13,50028944.0,50028944.0,96165238.0,584289,,98424.0,334800.0,88996368.0,1209600.0,,,,,80418334.08,0.0,8546634.24,0.0,0.0,0,0,191526,6570602,34124754,41359984,6013696,623490,109830,2486,,,50028944.0,62144,13258,4686462,4257706,9327140,62990446,7545802,113396,14,0,,,,,,,,,,,,,,,,,,,,465470.0,,,,,,,,,,,,,,26457.74,30164.0,8953564,15953184,13554358,6616014,13808966,12374992,9353786,4617270,3705850,58384,,,1
30,290970,,,,,0,0,0,208406,7517788,18064944,11724448,1843864,368888,22422,15800078.0,931370.0,0.0,,309826.0,882426.0,24185642.0,14952054.0,16327548.0,9286026.0,,0.0,45004.0,0.0,,,17791214,4300632,1028542,727098,697698,663432,4008108,9771552,762484,0,20796,13000,21774,151172,18247066,20257266,1039680,6,0,0,24198856,7150372,3322422,2195432,1502654,823970,394118,153704,9108,124,40826078.0,,,,,15800078.0,632850.0,5383026.0,10907356.0,470120.0,424200.0,496520.0,313700.0,290970.41,40826078.0,40826078.0,40861986.0,148849,,,854160.0,39750760.0,1209600.0,,,,,32207187.84,0.0,7528355.52,,,0,1866,207914,7454100,19487962,10711598,1592364,253884,40314,758,,,40826078.0,28012,6788,4305056,1906162,8958300,22288926,2210020,47496,0,0,,,,,,,,,,,,,,,,,,,,516068.0,,,,,,,,,,,,,,,,7757082,21924332,3486026,1668040,3612930,1020856,172894,51756,55754,1090,,,1
31,880862,,,0.0,0.0,0,0,49454,1414542,11204012,20782590,12811582,2889948,237220,15372,25103902.0,144570.0,82.0,,554226.0,798702.0,42787946.0,37552362.0,16421348.0,4989216.0,0.0,0.0,9464.0,0.0,1758.0,476.0,0,0,0,5804,277180,702756,2056896,18542402,27819682,0,188582,283484,445068,577886,10382516,37527166,18,0,0,0,11858802,18647750,9116006,3464062,1788444,1181586,1098734,1204284,679666,365386,59764250.0,70836.0,21712.0,66740.0,14202.0,25103902.0,700790.0,10462326.0,5946300.0,455840.0,290680.0,316320.0,210000.0,880861.06,59764250.0,59764250.0,59662178.0,295179,798492.0,,447080.0,49404720.0,1209600.0,0.0,,,,42406134.72,0.0,6962039.04,3396.0,13090.0,0,425772,4625030,16680052,16250188,9737216,1582972,92690,10538,262,,0.0,59764250.0,33790,6712,3577480,2697100,21478626,21577986,33026,0,0,0,,,,,,,,,,47414.0,2978.0,,,,,,,,,400920.0,103490.0,28216.0,2021871166.0,10625584.0,1377102.0,169512.0,100727080.0,13538666.0,31185908.0,664374.0,0.0,0.0,,13012.0,15090.0,7175250,4610414,2933474,1633106,3586472,4405736,7584872,17120934,354344,118,0.0,0.0,1
32,1009598,,,,,0,0,0,0,198528,11108500,42525234,14149986,439574,17646,25132642.0,245340.0,19400.0,,342.0,494.0,53250300.0,44716434.0,21196594.0,7790704.0,,0.0,1558.0,0.0,,,0,0,0,0,1114,7687220,56783708,3900648,66778,0,46712,29392,72770,197184,10954666,56955246,182298,1056,120,24,22837744,13874460,4200148,3790416,4325816,7496368,11099956,814528,32,0,74466656.0,,,,,25132642.0,874508.0,11366158.0,9675786.0,246980.0,225420.0,226700.0,62060.0,1009597.33,74466656.0,74466656.0,74489488.0,469683,,,408140.0,68439468.0,1209600.0,,,,,58182513.6,0.0,10208458.56,0.0,0.0,0,0,12970,4332248,31750232,28378572,3427740,452934,83694,1078,,,74466656.0,68826,16162,6486956,4337310,21647070,33397890,2412020,73222,12,0,,,,,,,,,,,,,,,,,,,,515066.0,,,,,,,,,,,,,,27336.94,35642.0,10543248,13419318,9605692,4243920,7707862,6056374,5421828,3928352,7368248,144626,,,1
33,183146,,,,,0,0,0,268,343900,4288312,6093494,588076,5110,0,4472058.0,0.0,0.0,,3882.0,8914.0,9401840.0,7711802.0,4182538.0,1451240.0,,0.0,0.0,0.0,,,0,0,0,0,0,707778,4636950,4156820,1817612,0,13486,12488,18558,37394,4175114,7046290,15830,0,0,0,3220140,1987952,881370,696242,594398,648878,1231994,1853764,202850,1572,13590108.0,,,,,4472058.0,172636.0,3037706.0,1140014.0,367380.0,374640.0,517640.0,85400.0,183145.99,13590108.0,13590108.0,,97056,,,256200.0,,1209600.0,,,,,10519042.56,0.0,792806.4,,,0,0,49366,1720946,5785574,3430630,263544,52134,16546,420,,,13590108.0,11416,2254,532978,264248,682180,8954418,828784,42880,2,0,,,,,,,,,,,,,,,,,,,,101120.0,,,,,,,,,,,,,,,,850624,2302952,1609610,823968,1604146,1327514,1128626,1060524,606020,5176,,,1
34,187748,87330.0,,0.0,0.0,0,57752,671848,2782724,11780158,25832012,17801004,4464894,248052,9300,29681682.0,0.0,590.0,0.0,1059166.0,1523060.0,50371794.0,43023502.0,12656942.0,8116814.0,12.0,0.0,8520.0,0.0,8944.0,2018.0,0,0,0,0,0,0,150,14642098,48232562,772934,14636,9228,15242,40510,24364300,39195110,8148,568,2,0,35614540,12519282,2027682,1232436,1099004,1406292,2110194,3131502,2265594,2241218,64086986.0,176.0,494.0,778.0,1050.0,29681682.0,1135452.0,4293494.0,8357252.0,243840.0,252160.0,270920.0,257920.0,187747.03,64086986.0,64086986.0,64178812.0,348480,192480.0,100458.0,1165540.0,63647744.0,1209600.0,0.0,,,,33702244.8,2043029.76,27844637.76,122.0,1812.0,336878,1739534,4269764,16656006,25577216,10680002,2701852,1243776,431778,10938,,16514.0,64086986.0,15588,3356,21637258,9875362,10505656,21515980,94544,0,0,0,,,,,,,,,,80896.0,496.0,0.0,0.0,160800.0,841492.0,0.0,0.0,0.0,0.0,611916.0,4206.0,586.0,0.0,0.0,306628.0,90252.0,30752700.0,3667844.0,63486.0,124334.0,0.0,0.0,73801630.0,5335.82,6852.0,30756988,29048378,3621436,206268,14112,428,100,34,0,0,0.0,0.0,1
35,1196158,16.0,36.0,0.0,0.0,0,0,0,1826,107070,224732,39710,9750,82,0,29339256.0,42010.0,0.0,0.0,4919338.0,6606936.0,55261860.0,53820358.0,12483778.0,4726782.0,0.0,0.0,1284.0,0.0,42.0,6.0,0,0,0,0,0,0,0,65706,317464,0,962,1142,960,1042,1062,374460,3542,0,0,0,137990,55182,47622,28054,21396,15604,12164,9638,5898,49622,72677642.0,34.0,308.0,306.0,2.0,29339256.0,674334.0,5011926.0,7440134.0,382540.0,240400.0,203940.0,591420.0,1196158.11,72677642.0,72677642.0,71950290.0,2335,0.0,35534.0,1194740.0,68623358.0,1209600.0,10424.0,8.0,18.0,0.0,59816673.6,0.0,8752454.4,62.0,186.0,0,0,2654,44204,89972,52638,39012,36138,43954,74598,284.0,278.0,72677642.0,586,60,25076,35542,18542,266328,35378,1656,2,0,42.0,60.0,789444.0,314776.0,0.0,6010.0,0.0,0.0,822518.0,622.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444482.0,1408.0,434.0,690156.0,107198.0,7460.0,1700.0,64360.0,7094.0,435882.0,110.0,0.0,0.0,0.0,191.98,190.0,76674,42322,18844,13454,36400,78564,98542,17622,748,0,0.0,0.0,1
36,1032510,7492.0,1102.0,0.0,0.0,7212,303376,2266780,12425434,28358188,26079130,9203582,2212134,133862,56,31111060.0,4446.0,0.0,0.0,4792680.0,6652132.0,55543620.0,48545542.0,23798198.0,10873174.0,40.0,0.0,0.0,0.0,25532.0,6094.0,0,0,0,0,0,0,1052,25613264,55276600,98838,79968,76866,116696,206702,301650,22435684,45996016,9828288,1947884,0,34638854,15564954,7543050,5005894,3565512,2659980,2127688,1831656,1033040,7019126,84134340.0,30264.0,32980.0,23544.0,12.0,31111060.0,1007574.0,7474360.0,16311880.0,597380.0,620540.0,612500.0,345040.0,1032510.54,84134340.0,84134340.0,83862740.0,419604,34766.0,35376.0,638620.0,80999740.0,1209600.0,2065772.0,0.0,396.0,0.0,57754760.64,15834826.56,7374322.56,7076.0,14744.0,1186880,2340744,7813018,11038758,23036546,16269072,10084600,5382532,2270614,1566990,360.0,876.0,84134340.0,34876,3672,14935464,9179048,3175774,49336260,4287330,37254,76,0,2192.0,506.0,12363096.0,3080818.0,0.0,14.0,0.0,0.0,12845266.0,72758.0,27030.0,0.0,0.0,26800.0,15851300.0,0.0,0.0,0.0,0.0,649840.0,696508.0,158068.0,136464228.0,23523860.0,2325482.0,415956.0,4442320.0,658924.0,81048026.0,93850.0,0.0,0.0,237509350.0,9470.64,8984.0,23527730,9891452,9383928,3999510,7595646,14600942,9247210,2594440,148896,0,0.0,0.0,1
37,168630,,,0.0,0.0,19442,284296,1801568,5448530,9748986,10030710,7964656,6522516,5194944,7024346,5642556.0,24760.0,63280.0,0.0,264338.0,659196.0,8230590.0,5155184.0,4980944.0,3150326.0,12.0,0.0,6074804.0,2698.0,38644.0,2446.0,0,0,0,0,0,0,6432350,43081392,4526252,0,410688,366874,724960,1255480,31753844,19527626,520,0,2,0,22932052,9531492,11158246,3884896,2213188,1513296,1597348,980302,157516,71658,13475682.0,1556.0,1012.0,3410.0,6356.0,5642556.0,223936.0,414042.0,4560768.0,695400.0,673460.0,694440.0,100220.0,168629.33,13475682.0,13475682.0,55532098.0,330328,624056.0,7262.0,166300.0,54039994.0,1209600.0,0.0,,,,15429399.36,40368893.76,13949126.4,,,6278490,2577810,4059806,6650902,6261702,11159352,15371646,1538068,139198,3020,,0.0,13475682.0,12304,3350,10874904,10007496,21342590,11796700,2650,0,0,0,,,,,,,,,,82968.0,4036.0,,,,,,,,,190468.0,78544.0,20520.0,0.0,0.0,638280.0,107624.0,36524660.0,6642878.0,0.0,0.0,0.0,0.0,,,,42873868,6297090,1571398,459556,819908,1174338,505270,321854,16712,0,0.0,0.0,1
38,235420,376.0,318.0,0.0,0.0,0,0,33258,858380,7141510,6315280,1709268,204400,10178,0,6723668.0,7582.0,0.0,0.0,357250.0,540414.0,12909846.0,11248676.0,3811490.0,1745532.0,0.0,0.0,0.0,0.0,2128.0,334.0,0,0,0,0,0,0,0,2499724,13640152,132398,29034,20878,40724,74608,264368,15836828,5834,0,0,0,4599572,4120602,2469250,1625514,929546,600082,490104,729830,652224,55550,17081416.0,3210.0,802.0,2652.0,6.0,6723668.0,237360.0,1354864.0,2452254.0,431240.0,316640.0,256700.0,27480.0,235420.87,17081416.0,17081416.0,17093336.0,111578,220.0,117042.0,119900.0,16272274.0,1209600.0,365532.0,0.0,848.0,0.0,12739018.56,0.0,3519213.12,776.0,2550.0,2344,231486,2312130,7856046,4599198,1163694,80274,13434,1212,12456,12.0,26.0,17081416.0,11640,2476,2196580,1378578,4826676,7822576,33748,0,0,0,672.0,730.0,12597642.0,4363844.0,0.0,9358.0,0.0,0.0,12795362.0,22560.0,9440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144184.0,80758.0,19352.0,0.0,0.0,437540.0,54898.0,109920.0,15714.0,0.0,0.0,0.0,0.0,19154940.0,5028.88,6034.0,3604552,2045918,1457868,701456,1831034,2679938,3617130,273740,60638,0,0.0,0.0,1
39,125508,236.0,188.0,0.0,0.0,0,0,632,93822,2359996,5681568,2335352,412044,19228,0,4733712.0,65620.0,0.0,0.0,32402.0,57506.0,8875252.0,7562942.0,2211980.0,1172914.0,0.0,0.0,0.0,0.0,2258.0,54.0,0,0,0,0,0,0,0,4607234,6295408,0,24170,18782,27982,41706,54460,4740884,5968932,24248,1478,0,5209256,2578536,724198,634860,408032,317924,255006,337902,312694,124234,11121686.0,10256.0,9904.0,1408.0,6.0,4733712.0,169088.0,563352.0,1645472.0,164080.0,175880.0,329640.0,30460.0,125508.52,11121686.0,11121686.0,11147638.0,62742,234.0,8324.0,214600.0,10910244.0,1209600.0,249468.0,0.0,232.0,0.0,6855806.4,0.0,4037170.56,776.0,3102.0,668,3944,748006,3088400,5342470,1575740,127096,12932,3196,190,22.0,68.0,11121686.0,15994,1278,1992016,2053058,1120788,5658322,61144,42,0,0,150.0,50.0,6095448.0,3304430.0,10.0,154.0,0.0,0.0,6953248.0,15288.0,6308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109468.0,43992.0,11790.0,25334820.0,3630314.0,276328.0,38814.0,4093000.0,414132.0,10768980.0,7420.0,0.0,0.0,73944830.0,3885.32,4290.0,4088674,1253638,760758,344696,755012,823180,2665190,209944,1550,0,0.0,0.0,1
40,792226,31928.0,,0.0,0.0,0,0,0,0,1397990,36870536,26670124,2421344,202620,2724,32264784.0,23734.0,1196.0,1796.0,542.0,1210.0,56174996.0,45414374.0,16569472.0,9210298.0,0.0,0.0,0.0,0.0,170710.0,25648.0,39622,16732,24884076,9413080,12436902,20381568,161144,174024,58914,0,114530,48488,57126,81298,465718,66798486,344,64,8,0,35902224,7047104,6145300,4938850,4808496,4759788,3444222,520070,8,0,72757768.0,30696.0,14376.0,35654.0,1688.0,32264784.0,1000494.0,8313864.0,8223002.0,306880.0,299000.0,289300.0,10720.0,792225.19,72757768.0,72757768.0,71705324.0,317941,616868.0,27842.0,45580.0,67566090.0,1209600.0,0.0,,,,60559798.08,0.0,6931566.72,110.0,19404.0,0,0,17814,5778750,35386078,23378408,2572160,361572,69466,1814,,588.0,72757768.0,116788,21060,4723830,3747140,8640612,42733662,7558232,24680,58,0,,,,,,,,,,79556.0,5120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662424.0,149624.0,20846.0,0.0,0.0,1937374.0,249028.0,260105880.0,28247842.0,54073722.0,839656.0,0.0,0.0,40240680.0,33997.24,37734.0,7244218,23911600,13297522,7843906,15171980,79854,11042,3164,2052,0,0.0,0.0,1
41,696810,3660.0,14.0,0.0,0.0,0,0,0,0,0,2004,0,0,0,0,17020610.0,1098.0,0.0,,3701508.0,4923326.0,30709816.0,30889444.0,13968086.0,2727394.0,38.0,0.0,0.0,0.0,11320.0,3738.0,0,0,0,0,0,0,0,846,1158,0,36,18,20,16,20,1894,0,0,0,0,1972,30,2,0,0,0,0,0,0,0,48381044.0,48338.0,102450.0,45850.0,12.0,17020610.0,412266.0,10431860.0,3528330.0,336040.0,323380.0,366660.0,331780.0,696809.01,48381044.0,48381044.0,48084980.0,3,432.0,,1165020.0,38707704.0,1209600.0,838664.0,0.0,4.0,0.0,35436774.72,0.0,3254871.36,0.0,8.0,0,0,0,660,1342,2,0,0,0,0,22.0,3754.0,48381044.0,20,4,2,0,2,1604,260,96,16,0,18.0,0.0,221500.0,146584.0,0.0,0.0,0.0,0.0,224526.0,40842.0,35730.0,,,,,,,,,274162.0,268090.0,78482.0,82454220.0,13651176.0,916368.0,134646.0,17300.0,3404.0,46331736.0,225998.0,0.0,0.0,,,10.0,1908,96,0,0,0,0,0,0,0,0,0.0,0.0,1
42,593796,2912.0,,0.0,0.0,0,1760,382562,4186634,12658244,14715024,4053244,338380,9256,0,15408426.0,754.0,0.0,0.0,1926598.0,2588780.0,28003624.0,25452668.0,9118400.0,3654670.0,6.0,0.0,0.0,0.0,7028.0,1794.0,0,0,0,0,0,0,0,10784590,25560514,0,166888,120490,153588,264354,3760844,31878920,20,0,0,0,8987744,9197340,7602278,4519454,2124980,1213812,898780,859392,443254,498070,39054164.0,4678.0,4836.0,3708.0,134.0,15408426.0,483660.0,3757412.0,5343886.0,406480.0,498260.0,529040.0,74620.0,593796.72,39054164.0,39054164.0,38954076.0,243310,158892.0,106772.0,290720.0,36345104.0,1209600.0,0.0,,,,29248134.72,0.0,7084561.92,4846.0,15696.0,78392,1944730,7577290,14891916,9557358,2035772,206076,49412,4150,8,,0.0,39054164.0,28362,5622,3503136,3672908,4549218,24552810,33048,0,0,0,,,,,,,,,,58826.0,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308810.0,151238.0,38620.0,0.0,0.0,1051816.0,177014.0,42949840.0,4942762.0,0.0,0.0,0.0,0.0,184846920.0,11191.1,12904.0,7253894,4118454,2197824,926516,1953780,2818692,5249264,11533002,293632,46,0.0,0.0,1
43,377724,2042.0,,0.0,0.0,0,1796,249580,2774426,12865956,15999028,7718002,2486692,442080,4936,,,,,,,,,,,0.0,,,,11836.0,50.0,0,0,0,0,0,186,1900706,26574650,14066954,0,12838,3084,4978,10194,414396,42096850,156,0,0,0,18612812,13676400,3367696,2020520,1288592,920490,721474,903366,725680,305466,,23404.0,12442.0,8760.0,210.0,,,,,,,,,377724.18,,,44639024.0,187223,283796.0,,,42542496.0,,0.0,,,,28360037.76,9924863.04,4236795.84,52224.0,,27518,1081858,5393158,15211562,13624550,6488002,666480,44750,4590,28,,130.0,,18750,5516,7340160,8352966,15777106,10937062,110936,0,0,0,,,,,,,,,,42508.0,3080.0,0.0,0.0,2780.0,10382708.0,0.0,0.0,0.0,0.0,,163134.0,34596.0,107436570.0,10954956.0,1646328.0,179460.0,120619560.0,13309402.0,520072.0,1015490.0,0.0,0.0,44661970.0,0.4,0.0,14368448,10352662,7917648,2747694,4001644,625530,729666,1765316,33888,0,0.0,0.0,1
